OLIGOTYPE,PHYLUM,NUM_BEST_HITS,BEST_PCT_ID,BEST_FULL_PCT_ID,HMTs,BODY_SITE,Assign_reads_to,Notes,HOMD_SPECIES,STRAIN_CLONE,HOMD_REFSEQ_ID,GB_NCBI_ID,HOMD_STATUS,
V3V5_429_Bacteroidetes,Bacteroidetes,1,97.925,97.52,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_430_Firmicutes,Firmicutes,1,94.538,89.622,HMT-086,ST,121 gut oligotypes,,Lachnospiraceae [G-7] bacterium HMT 086,Clone: BU061,086BU061,AF385567,Phylotype,
V3V5_431_Firmicutes,Firmicutes,6,94.422,94.422,"HMT-102,HMT-082,HMT-082,HMT-494,HMT-494,HMT-088,HMT-096,HMT-094",ST,121 gut oligotypes,,"Oribacterium sp. HMT 102,Lachnoanaerobaculum orale,Lachnoanaerobaculum orale,Lachnoanaerobaculum saburreum,Lachnoanaerobaculum saburreum,Lachnospiraceae [G-2] bacterium HMT 088,Lachnospiraceae [G-2] bacterium HMT 096,Lachnospiraceae [G-10] bacterium HMT 094","Clone: FB046,Clone: BE088,Strain: F0431,Strain: DSM 3986,Clone: IR009,Clone: CH017,Clone: DO008,Clone: DA074","102FB046,082BE088,082F0431,494_RDP,494IR009,088CH017,096DO008,094DA074","GQ422713,AF385552,tbd,RDP,AY349376,AF287775,AF385508,AF287768","Unnamed,Named,Named,Named,Named,Phylotype,Unnamed,Phylotype",
V3V5_432_Firmicutes,Firmicutes,2,92.8,92.771,"HMT-495,HMT-094",ST,121 gut oligotypes,,"Peptostreptococcaceae [XI][G-3] bacterium HMT 495,Lachnospiraceae [G-10] bacterium HMT 094","Clone: JS001,Clone: DA074","495JS001,094DA074","AY349378,AF287768","Phylotype,Phylotype",
V3V5_433_Bacteroidetes,Bacteroidetes,2,91.983,90.083,"HMT-916,HMT-286",ST,121 gut oligotypes,,"Tannerella sp. HMT 916,Tannerella sp. HMT 286","Clone: CP6_C2,Clone: BU063","916-Wade,286BU063","KC203065,AY008308","Phylotype,Unnamed",
V3V5_434_Firmicutes,Firmicutes,4,93.548,93.172,"HMT-102,HMT-097,HMT-419,HMT-910",ST,121 gut oligotypes,,"Oribacterium sp. HMT 102,Stomatobaculum sp. HMT 097,Stomatobaculum longum,Stomatobaculum sp. HMT 910","Clone: FB046,Clone: DO016,Clone: C4ALM087,Clone: CL133","102FB046,097DO016,419_8618,910-Wade","GQ422713,AF385510,AY278618,JQ406544","Unnamed,Unnamed,Named,Phylotype",
V3V5_435_Bacteroidetes,Bacteroidetes,3,92.181,92.181,"HMT-916,HMT-286,HMT-613",ST,121 gut oligotypes,,"Tannerella sp. HMT 916,Tannerella sp. HMT 286,Tannerella forsythia","Clone: CP6_C2,Clone: BU063,Strain: FDC 338","916-Wade,286BU063,613_6495","KC203065,AY008308,L16495","Phylotype,Unnamed,Named",
V3V5_436_Firmicutes,Firmicutes,1,95.984,95.984,HMT-096,ST,121 gut oligotypes,,Lachnospiraceae [G-2] bacterium HMT 096,Clone: DO008,096DO008,AF385508,Unnamed,
V3V5_437_Firmicutes,Firmicutes,1,88.571,87.491,HMT-569,ST,121 gut oligotypes,,Eggerthia catenaformis,Strain: ATCC 25536,569_3729,M23729,Named,
V3V5_438_Firmicutes,Firmicutes,1,93.227,92.854,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_439_Firmicutes,Firmicutes,1,89.474,88.392,HMT-684,ST,121 gut oligotypes,,Mitsuokella multacida,Strain: NCTC 10934,684_1878,X81878,Named,
V3V5_440_Firmicutes,Firmicutes,1,89.96,89.599,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_441_Firmicutes,Firmicutes,1,96.4,96.4,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_442_Firmicutes,Firmicutes,1,94.378,94.378,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_443_Firmicutes,Firmicutes,1,91.968,91.599,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_444_Firmicutes,Firmicutes,1,93.952,93.575,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_445_Firmicutes,Firmicutes,1,91.935,91.2,HMT-935,ST,121 gut oligotypes,,Fastidiosipila sanguinis,Clone: nck255g10c1,935_8649,KF098649,Named,
V3V5_446_Firmicutes,Firmicutes,1,87.295,85.192,"HMT-167,HMT-167",ST,121 gut oligotypes,,"Peptococcus sp. HMT 167,Peptococcus sp. HMT 167","Clone: 34q_22,Strain: GEA8","167_1292,167GEA8","HE681292,GQ422727","Lost,Lost",
V3V5_447_Firmicutes,Firmicutes,1,92.213,89.631,HMT-684,ST,121 gut oligotypes,,Mitsuokella multacida,Strain: NCTC 10934,684_1878,X81878,Named,
V3V5_448_Firmicutes,Firmicutes,1,91.968,91.6,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_449_Firmicutes,Firmicutes,1,91.6,91.6,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_450_Bacteroidetes,Bacteroidetes,1,87.243,87.243,HMT-516,ST,121 gut oligotypes,,Bacteroidetes [G-6] bacterium HMT 516,Clone: MB3_P19,516_3623,DQ003623,Phylotype,
V3V5_451_Bacteroidetes,Bacteroidetes,1,89.167,88.43,HMT-274,ST,121 gut oligotypes,,Bacteroidales [G-2] bacterium HMT 274,Clone: 071040_120,274_8173,JQ468173,Unnamed,
V3V5_452_Firmicutes,Firmicutes,1,92.4,92.4,HMT-684,ST,121 gut oligotypes,,Mitsuokella multacida,Strain: NCTC 10934,684_1878,X81878,Named,
V3V5_453_Firmicutes,Firmicutes,1,91.633,91.633,HMT-684,ST,121 gut oligotypes,,Mitsuokella multacida,Strain: NCTC 10934,684_1878,X81878,Named,
V3V5_454_Firmicutes,Firmicutes,1,88.4,88.4,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_455_Bacteroidetes,Bacteroidetes,1,91.139,88.126,HMT-302,ST,121 gut oligotypes,,Alloprevotella rava,Strain: W6968,302_9190,JQ039190,Named,
V3V5_456_Bacteroidetes,Bacteroidetes,1,95.041,94.648,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_457_Firmicutes,Firmicutes,1,94.821,94.821,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_458_Bacteroidetes,Bacteroidetes,1,90.295,87.31,"HMT-302,HMT-302",ST,121 gut oligotypes,,"Alloprevotella rava,Alloprevotella rava","Strain: W6968,Strain: F0020","302_9190,302F0020","JQ039190,GQ422736","Named,Named",
V3V5_459_Firmicutes,Firmicutes,2,91.77,90.834,"HMT-088,HMT-085",ST,121 gut oligotypes,,"Lachnospiraceae [G-2] bacterium HMT 088,Ruminococcaceae [G-2] bacterium HMT 085","Clone: CH017,Clone: BU014","088CH017,085BU014","AF287775,AF385563","Phylotype,Phylotype",
V3V5_460_Bacteroidetes,Bacteroidetes,1,95.851,95.455,HMT-787,ST,121 gut oligotypes,,Bacteroides pyogenes,Strain: F0041,787F0041,GQ422748,Named,
V3V5_461_Firmicutes,Firmicutes,1,93.952,93.575,HMT-102,ST,121 gut oligotypes,,Oribacterium sp. HMT 102,Clone: FB046,102FB046,GQ422713,Unnamed,
V3V5_462_Betaproteobacteria,Betaproteobacteria,4,91.064,90.676,"HMT-406,HMT-854,HMT-027,HMT-571",ST,121 gut oligotypes,,"Ralstonia sp. HMT 406,Ralstonia pickettii,Cupriavidus gilardii,Burkholderia cepacia","Clone: AK168,Strain: ATCC 27511,Strain: C37KA,Strain: ATCC 25416","406AK168,854_3152,027_5039,571_7530","AY005032,NR_043152,AY005039,AF097530","Phylotype,Named,Named,Named",
V3V5_463_Firmicutes,Firmicutes,1,91.322,88.755,HMT-088,ST,121 gut oligotypes,,Lachnospiraceae [G-2] bacterium HMT 088,Clone: CH017,088CH017,AF287775,Phylotype,
V3V5_464_Bacteroidetes,Bacteroidetes,2,92.887,92.593,"HMT-795,HMT-378",ST,121 gut oligotypes,,"Prevotella shahii,Prevotella micans","Strain: JCM 12083,Strain: E7_56","795_8825,378_1228","AB108825,AF481228","Named,Named",
V3V5_465_Bacteroidetes,Bacteroidetes,1,86.25,83.796,HMT-911,ST,121 gut oligotypes,,Bacteroidetes [G-7] bacterium HMT 911,Clone: DL325,911-Wade,JQ406540,Phylotype,
V3V5_466_Firmicutes,Firmicutes,1,93.305,89.183,HMT-085,ST,121 gut oligotypes,,Ruminococcaceae [G-2] bacterium HMT 085,Clone: BU014,085BU014,AF385563,Phylotype,
V3V5_467_Betaproteobacteria,Betaproteobacteria,1,93.333,88.964,HMT-022,ST,121 gut oligotypes,,Lautropia mirabilis,Clone: AP009,022AP009,AY005030,Named,
V3V5_468_Bacteroidetes,Bacteroidetes,1,94.628,94.237,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_469_Firmicutes,Firmicutes,2,88.066,85.944,"HMT-112,HMT-112,HMT-542",ST,121 gut oligotypes,,"Peptostreptococcus stomatis,Peptostreptococcus stomatis,Peptostreptococcus anaerobius","Strain: A21H2,Clone: CK035,Strain: NCTC 11460","112A21H2,112CK035,542_6462","GQ422715,AF287763,AY326462","Named,Named,Named",
V3V5_470_Bacteroidetes,Bacteroidetes,1,88.382,85.867,HMT-911,ST,121 gut oligotypes,,Bacteroidetes [G-7] bacterium HMT 911,Clone: DL325,911-Wade,JQ406540,Phylotype,
V3V5_471_Firmicutes,Firmicutes,1,88.703,84.784,HMT-935,ST,121 gut oligotypes,,Fastidiosipila sanguinis,Clone: nck255g10c1,935_8649,KF098649,Named,
V3V5_472_Bacteroidetes,Bacteroidetes,1,96.281,96.281,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_473_Bacteroidetes,Bacteroidetes,1,94.606,94.215,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_474_Bacteroidetes,Bacteroidetes,2,90.244,90.244,"HMT-436,HMT-280",ST,121 gut oligotypes,,"Bacteroidetes [G-3] bacterium HMT 436,Bacteroidetes [G-3] bacterium HMT 280","Clone: P4PB_6,Clone: DA064","436_1819,280DA064","AY341819,AY005071","Phylotype,Phylotype",
V3V5_475_Firmicutes,Firmicutes,2,97.6,97.6,"HMT-118,HMT-118,HMT-843",ST,121 gut oligotypes,,"Dialister invisus,Dialister invisus,Dialister micraerophilus","Clone: BS095,Strain: GBA27,Strain: ADV 04.01","118BS095,118GBA27,843_3837","AF287787,AF287788,AF473837","Named,Named,Named",
V3V5_476_Bacteroidetes,Bacteroidetes,2,94.215,94.215,"HMT-473,HMT-912",ST,121 gut oligotypes,,"Alloprevotella sp. HMT 473,Alloprevotella sp. HMT 912","Clone: IK062,Clone: BL176","473IK062,912-Wade","AY349402,JQ406532","Unnamed,Phylotype",
V3V5_477_Bacteroidetes,Bacteroidetes,1,97.51,97.107,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_478_Bacteroidetes,Bacteroidetes,1,93.388,93.002,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_479_Bacteroidetes,Bacteroidetes,1,86.179,85.829,"HMT-317,HMT-317",ST,121 gut oligotypes,,"Prevotella sp. HMT 317,Prevotella sp. HMT 317","Clone: C3MKM081,Strain: B31FD","317_8624,317_5061","AY278624,AY005061","Unnamed,Unnamed",
V3V5_480_Bacteroidetes,Bacteroidetes,1,96.68,96.28,HMT-787,ST,121 gut oligotypes,,Bacteroides pyogenes,Strain: F0041,787F0041,GQ422748,Named,
V3V5_481_Firmicutes,Firmicutes,1,93.2,92.826,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
